"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad"
"CONCEJO MUNICIPAL DE SOPO","832003491","Cundinamarca","Sopó","Territorial","Descentralizada","CO1.REQ.9859796","CPS-07-2025","718484330","CO1.BDOS.9692152","PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA LA IMPLEMENTACIÓN; MANTENIMIENTO Y EJECUCIÓN DE LAS ACTIVIDADES DEL SISTEMA DE GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO (SG-SST) DEL CONCEJO","PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA LA IMPLEMENTACIÓN, MANTENIMIENTO Y EJECUCIÓN DE LAS ACTIVIDADES DEL SISTEMA DE GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO (SG-SST) DEL CONCEJO MUNICIPAL DE SOPÓ, DE ACUERDO CON LA NORMATIVIDAD VIGENTE Y LOS ESTÁNDARES MÍNIMOS ESTABLECIDOS POR EL MINISTERIO DE TRABAJO.","Presentación de oferta",,,,,,,,"$4,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","9","Mes(es)",,,,"Sopó","CONTRATACIÓN CONCEJO","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9706665","718,484,330"
"UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**","900498879","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.7690199","14144444","700447030","CO1.BDOS.7555299","PRESTACION DE SERVICIOS","Prestar servicios profesionales con plena autonomía técnica y administrativa enfocado a los procesos participativos de formulación e implementación de propuestas, proyectos y planes de cooperación internacional, así como desarrollar insumos técnicos y participar en escenarios de diálogo interinstitucional, para el posicionamiento de la restitución de tierras y territorios en agendas de cooperación de organismos bilaterales, multilaterales y de sociedad civil internacional.",,,,,,,,,"$80,945,700","Contratación directa","Servicios profesionales y apoyo a la gestión","11","Mes(es)",,,,"Bogotá","UNIDAD DE RESTITUCION DE TIERRAS-CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,447,030"
"SENA REGIONAL GUAVIARE","899999034","Guaviare","San José Del Guaviare","Nacional","Centralizada","CO1.REQ.6871526","Solicitud precotización Operador Comunicaciones","703931881","CO1.BDOS.6742546","Solicitud precotización Operador Comunicaciones","Contratar los servicios de un operador logístico con el fin de apoyar la estrategia de comunicaciones para el desarrollo de actividades de promoción y divulgación en la vigencia 2024 por parte de la Regional Guaviare y el CDATTG.",,,,,,,,,"$0","Solicitud de información a los Proveedores","No Defenido","8","día(s)","09/24/2024",,,"No Aplica","Grupo Gestión Contractual","1,255","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80141607","Abierto","No Especificado","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,931,881"
"INSTITUCION EDUCATIVA AGUA BONITA","900274187","Guaviare","San José Del Guaviare","Territorial","Centralizada","CO1.REQ.6247102","006","718110125","CO1.BDOS.6124795","Artículos de aseo y desinfección","Adquisición de elementos de aseo y desinfección",,,,,,,,,"$2,499,500","Contratación régimen especial","Regla aplicable","15","día(s)",,,,"San José Del Guaviare","HUMBERTO PUERTAS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.47131600","Abierto","Compraventa","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","718,110,125"
"MUNICIPIO DE NEIVA","891180009","Huila","Neiva","Territorial","Centralizada","CO1.REQ.250368","MNSGCCMDTOUSCO","700642036","CO1.BDOS.243271","COMODATO USCO","CONTRATO DE COMODATO DE BIEN INMUEBLE PARA EL FUNCIONAMIENTO DE LOS PROGRAMAS DE LA FACULTAD DE  ECONOMÍA Y ADMINISTRACIÓN  DE LA UNIVERSIDAD SURCOLOMBIANA.",,,,,,,,,"$0","Contratación directa","Servicios profesionales y apoyo a la gestión","2","Año(s)",,,,"No Aplica","UNIDAD SECRETARIA GENERAL","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.95121700","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,642,036"
"COMANDO AEREO DE MANTENIMIENTO","800141641","Cundinamarca","Madrid","Nacional","Centralizada","CO1.REQ.2235115","068-00-M-CAMAN-GRUAL-2021","701967184","CO1.BDOS.2158177","Contratar el servicio de outsourcing de impresión y fotocopiado para las dependencias del Comando Aéreo de Mantenimiento","Contratar el servicio de outsourcing de impresión y fotocopiado para las dependencias del Comando Aéreo de Mantenimiento",,,,,,,,,"$38,334,000","Mínima cuantía","Presupuesto inferior al 10% de la menor cuantía","0","día(s)","08/25/2021","08/25/2021",,"No Aplica","CAMAN","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80161801","Cerrado","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,967,184"
"UNIVERSIDAD PEDAGÓGICA NACIONAL","899999124","Distrito Capital de Bogotá","No Definido","Nacional","Descentralizada","CO1.REQ.10270871","UPN-CPS-0330-2026","703827485","CO1.BDOS.10019113","Contrato de Prestación de Servicios","Prestar servicios profesionales especializados para estructurar y formular la estrategia de comunicación pública de la ciencia, así como ejecutar una fase piloto que incluya la creación de contenidos relacionados con actividades de investigación, con el fin de fortalecer los procesos de divulgación de la Dirección de Investigación.",,,,,,,,,"$24,000,000","Contratación régimen especial","Regla aplicable","0","día(s)",,,,"No Aplica","DIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,827,485"
"MUNICIPIO DE MARINILLA","890983716","Antioquia","Marinilla","Nacional","Centralizada","CO1.REQ.1188868","XX XX 2020","702944067","CO1.BDOS.1151643","GARANTIZAR LA VERACIDAD DE LOS ACTOS DE LOS ACTOS ADMINISTRATIVOS.","DETERMINAR LA VERACIDAD DEL ACTO NOTARIAL A TRAVÉS DEL SOPORTE DEL MISMO, CON EL FIN DE GARANTIZAR SU SEGURIDAD, EVITANDO CON ELLO POSIBLES FALSEDADES, SUPLANTACIONES Y DEFRAUDACIONES CON EL USO DE HERRAMIENTAS TÉCNICAS COMO SON LAS CARACTERÍSTICAS DEL PAPEL APROBADAS EN LA RESOLUCIÓN ANALIZADA, COMO SON MARCAS DE AGUA EXCLUSIVAS DE LA UNIÓN COLEGIADA, LAS MICROFIBRILLAS FLUORESCENTES MULTICOLOR QUE REACCIONAN A ESTA LUZ.",,,,,,,,,"$0","Mínima cuantía","Presupuesto inferior al 10% de la menor cuantía","1","día(s)","04/24/2020","04/28/2020",,"Marinilla","MUNICIPIO DE MARINILLA","0","0","0","0","0","0","0","0","1","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.14111540","Cerrado","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,944,067"
"DEPARTAMENTO DE SANTANDER","890201235","Santander","Bucaramanga","Territorial","Centralizada","CO1.REQ.689871","GR-CD-19-52","701515082","CO1.BDOS.669362","PRESTAR SERVICIOS DE APOYO PROFESIONAL A AL GESTION ADMINSITRATIVA","PRESTAR SERVICIOS DE APOYO PROFESIONAL A LA GESTION ADMINISTRATIVA COMO ABOGADO EN LA SECRETARIA DE CULTURA Y TURISMO,DENTRO DEL MARCO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL A TRAVÉS DE SERVICIOS DE ASESORIA PROFESIONAL, DE APOYO A LA GESTION Y ASISTENCIA TÉCNICA PARA EL DEPARTAMENTO DE SANTANDER",,,,,,,,,"$21,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","6","Mes(es)",,,,"Bucaramanga","SECRETARIA ADMINISTRATIVA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,515,082"
"MUNICIPIO DE TOCANCIPA","899999428","Cundinamarca","Tocancipá","Territorial","Centralizada","CO1.REQ.9840049","CTO 202 MT 2026","705044196","CO1.BDOS.9672618","PRESTACIÓN DE SERVICIOS PROFESIONALES JURÍDICOS A LA SECRETARÍA DE SEGURIDAD Y CONVIVENCIA PARA EL ADECUADO FUNCIONAMIENTO DEL CENTRO DE TRASLADO POR PROTECCIÓN -CTP- DEL MUNICIPIO DE TOCANCIPÁ","PRESTACIÓN DE SERVICIOS PROFESIONALES JURÍDICOS A LA SECRETARÍA DE SEGURIDAD Y CONVIVENCIA PARA EL ADECUADO FUNCIONAMIENTO DEL CENTRO DE TRASLADO POR PROTECCIÓN -CTP- DEL MUNICIPIO DE TOCANCIPÁ","Presentación de oferta",,,,,,,,"$29,727,810","Contratación directa","Servicios profesionales y apoyo a la gestión","7","Mes(es)",,,,"Tocancipá","OFICINA JURIDICA Y DE CONTRATACION","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9706030","705,044,196"
"ESCUELA DE POLICIA SIMON BOLIVAR","800141336","Valle del Cauca","No Definido","Territorial","Descentralizada","CO1.REQ.4984101","COT-029-2023","701707044","CO1.BDOS.4875123","MANIFESTACION DE INTERES ARRENDAMIENTO ESPACIO PARA LA INSTALACION DE CAJERO AUTOMATICO BBVA","ARRENDAMIENTO DE UN ÁREA PARA LA INSTALACIÓN DE UN CAJERO ELECTRÓNICO DE ENTIDAD BANCARIA BBVA EN LA ESCUELA DE CARABINEROS ALEJANDRO GUTIÉRREZ",,,,,,,,,"$0","Solicitud de información a los Proveedores","No","1","Año(s)","08/31/2023",,,"Tuluá","CONTRATOS ESBOL","81","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80131502","Abierto","No","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,707,044"
"INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO","805003325","Valle del Cauca","Yumbo","Territorial","Centralizada","CO1.REQ.7042909","CPS-IMDERTY-499-2024","705999456","CO1.BDOS.6911996","CPS-IMDERTY-499-2024","ENTREGAR POR PARTE DEL IMDERTY AL ELITE YUMBO, UN APORTE PARA LA MASIFICACION, FORMACION DEPORTIVA DE LOS NIÑOS, JOVENES EN LA DISCIPLINA DEPORTIVA DE CICLISMO, TANTO EN LA PARTE RECREATIVA COMO COMPETITIVA, CONTRATO QUE SE DESARROLLARÁ EN LAS DIFERENTES COMUNAS DEL MUNICIPIO DE YUMBO",,,,,,,,,"$7,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","52","día(s)",,,,"Yumbo","IMDERTY","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","705,999,456"
"FUERZA AEROESPACIAL COLOMBIANA","899999102","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.8570390","040-00-B-COFAC-BACOF-2025.","700409022","CO1.BDOS.8418618","LA ADQUISICIÓN DE HERRAMIENTAS; MATERIALES Y SUMINISTROS PARA EL ALISTAMIENTO LOGÍSTICO DE LAS AERONAVES ASIGNADAS AL GACAS; GAORI Y GAAMA SEGUN ESPECIFICACIONES TÉCNICAS","LA ADQUISICIÓN DE HERRAMIENTAS, MATERIALES Y SUMINISTROS PARA EL ALISTAMIENTO LOGÍSTICO DE LAS AERONAVES ASIGNADAS AL GACAS, GAORI Y GAAMA SEGUN ESPECIFICACIONES TÉCNICAS",,,,,,,,,"$0","Subasta de prueba","No","0","No Especificado",,,,"Bogotá","COMANDO FUERZA AEROESPACIAL COLOMBIANA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.42132205","Abierto","No Especificado","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,409,022"
"SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL)","900971006","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.6655229","CPS-6374-2024","702729500","CO1.BDOS.6529030","PRESTAR SERVICIOS PROFESIONALES Y APOYO A LA GESTION","CONDUCTOR DE AMBULANCIA",,,,,,,,,"$3,651,270","Contratación régimen especial","Regla aplicable","49","día(s)",,,,"Bogotá","DIRECCIÓN DE CONTRATACIÓN - COMPRAS","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85101600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,729,500"
"ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS","890480184","Bolívar","Cartagena","Territorial","Centralizada","CO1.REQ.10051045","CD-SHD-5923-2026","703301051","CO1.BDOS.9882710","MARIANELA BUELVAS JACOME","PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA DIVISIÓN DE IMPUESTOS DE LA SECRETARIA DE HACIENDA DISTRITAL EN EL MARCO DEL PROYECTO  FORTALECIMIENTO DE LA GESTIÓN FISCAL Y FINANCIERA DEL DISTRITO DE CARTAGENA DE INDIAS",,,,,,,,,"$20,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","5","Mes(es)",,,,"Cartagena","Dirección Administrativa de Talento Humano","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,301,051"
"APOYO LOGISTICO COMANDO EJERCITO","8001306324","Boyacá","Tunja","Nacional","Centralizada","CO1.REQ.8117058","079-CD-APOYOLOGISTICO-2025","702952680","CO1.BDOS.7976467","LA ADQUISICIÓN DE EQUIPOS (CÁMARAS DE VIDEO DIGITALES; PARTES Y ACCESORIOS) CON DESTINO A LAS OFICINAS DE COMUNICACIÓN E INFORMACIÓN EN LAS UNIDADES TERRITORIALES DE LA SEGUNDA DIVISIÓN DEL EJÉRCITO N","LA ADQUISICIÓN DE EQUIPOS (CÁMARAS DE VIDEO DIGITALES, PARTES Y ACCESORIOS) CON DESTINO A LAS OFICINAS DE COMUNICACIÓN E INFORMACIÓN EN LAS UNIDADES TERRITORIALES DE LA SEGUNDA DIVISIÓN DEL EJÉRCITO NACIONAL, TRIGÉSIMA BRIGADA Y FUERZA DE TAREA VULCANO (REGION CATATUMBO) A TRAVÉS DE LA  DIRECCIÓN DE COMUNICACIONES ESTRATÉGICAS (DICOE) CON OCASIÓN A LA DECLARATORIA DE ESTADO DE CONMOCION INTERIOR (DECRETO  0062 DE 2025) Y URGENCIA MANIFIESTA (RESOLUCIÓN No 0273 del 20225 del MDN)",,,,,,,,,"$280,000,000","Contratación directa","Urgencia manifiesta","12","día(s)",,,,"Bogotá","APOYO LOGISTICO COMANDO EJERCITO","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.20121127","Abierto","Compraventa","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,952,680"
"FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DISTRITAL DE CARTAGENA DE INDIAS","800165392","Bolívar","No Definido","Territorial","Centralizada","CO1.REQ.2239640","252-2021","704717206","CO1.BDOS.2179944","Contrato de Prestaciòn de Servicios 252-2021","Prestación de servicios profesionales en la Dirección Técnica del Fondo de Vivienda de Interés Social y Reforma Urbana Distrital - Corvivienda.",,,,,,,,,"$12,800,000","Contratación directa","Servicios profesionales y apoyo a la gestión","0","día(s)",,,,"Cartagena","General","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,717,206"
"MUNICIPIO DE ARMENIA QUINDIO","890000464","Quindío","Armenia","Territorial","Centralizada","CO1.REQ.9856731","CPS-SETTA-0214-2026","701365033","CO1.BDOS.9689100","PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN","PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO AGENTE DE TRÁNSITO Y TRANSPORTE ARMENIA.","Presentación de oferta",,,,,,,,"$10,800,000","Contratación directa","Servicios profesionales y apoyo a la gestión","4","Mes(es)",,,,"No Aplica","SECRETARIA DE TRANSITO Y TRANSPORTE ARMENIA - SETTA -","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9704505","701,365,033"
"ESE HOSPITAL MENTAL DE FILANDIA","890000992","Quindío","No Definido","Territorial","Centralizada","CO1.REQ.3319275","CPSP-212-2022","703180893","CO1.BDOS.3232373","PRESTACIÓN DE SERVICIOS PROFESIONALES","SERVICIOS PROFESIONALES EN EL MANEJO Y ADMINISTRACIÓN DEL SOFTWARE EMPRESARIAL Y BASES DE DATOS, LA RED DE DATOS Y ELABORACIÓN DE INFORMES TANTO A CLIENTES INTERNOS COMO EXTERNOS DE LA ENTIDAD DE SALUD EN SU CALIDAD DE INGENIERO DE SISTEMAS",,,,,,,,,"$8,175,357","Contratación régimen especial","Regla aplicable","87","día(s)",,,,"No Aplica","OFICINA JURÍDICA Y CONTRATACIÓN","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81112001","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,180,893"
"CENTRO EDUCATIVO TREMENTINO","812008445","Córdoba","Sahagún","Territorial","Centralizada","CO1.REQ.7357634","CM 001 2024","724269394","CO1.BDOS.7220932","MANTENIMIENTO DE INFRAESTRUCTURA EN GENERAL","MANTENIMIENTO, REMODELACION Y CONSERVACION DE LA INFRAESTRUCTURA EDUCATIVA",,,,,,,,,"$4,300,000","Contratación régimen especial","Regla aplicable","35","día(s)",,,,"Sahagún","CLAUDIA ROSA JIMENEZ MORALES","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72103300","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","724,269,394"
"AEROCIVIL","899999059","Distrito Capital de Bogotá","No Definido","Nacional","Descentralizada","CO1.REQ.1758261","21000288","701110272","CO1.BDOS.1708223","ERLY LETICIA HERRERA JIMENEZ","APOYAR AL DESPACHO DE LA OFICIN DE TRANSPORTE AEREO",,,,,,,,,"$32,088,689","Contratación directa","Servicios profesionales y apoyo a la gestión","30","día(s)",,,,"Bogotá","NIVEL CENTRAL","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.90152101","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,110,272"
"MUNICIPIO DE NEIVA","891180009","Huila","Neiva","Territorial","Centralizada","CO1.REQ.659703","MNSVHCMI019-2018","700642036","CO1.BDOS.637690","CONTRATO DE INTERVENTORIA","REALIZAR LA INTERVENTORÍA TÉCNICA, ADMINISTRATIVA Y FINANCIERA DEL PROYECTO CUYO OBJETO ES   MEJORAMIENTO DE VIVIENDA EN LA ZONA URBANA DEL MUNICIPIO DE NEIVA, HUILA",,,,,,,,,"$59,512,312","Concurso de méritos abierto","Ley 1150 de 2007","6","Mes(es)","01/16/2019","01/30/2019",,"Neiva","UNIDAD DE VIVIENDA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81101500","Cerrado","Interventoría","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,642,036"
"INSTITUCION ETNOEDUCATIVO LA GLORIA","825003614","La Guajira","Manaure","Territorial","Centralizada","CO1.REQ.6538209","202401","718296155","CO1.BDOS.6412543","SUMINISTRO DE UTILES","SUMINISTRO DE UTILES Y ELEMENTOS DE ASEO PARA GARANTIZAR LA LIMPIEZA DE LA INFRAESTRUCTURA EDUCATIVA",,,,,,,,,"$15,475,800","Contratación régimen especial","Regla aplicable","7","día(s)",,,,"Manaure","GESTION CONTRACTUAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.47131600","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","718,296,155"
"INSTITUCION EDUCATIVA REPUBLICA DE BRASIL","811040079","Antioquia","Medellín","Territorial","Centralizada","CO1.REQ.3921803","010-11-2022","701715633","CO1.BDOS.3826906","ARTICULOS DE ASEO PARA EL DESARROLLO DE LAS LABORES DEL PERSONAL OPERATIVO DE LA INSTITUCION","LA INSTITUCION REQUIERE LA COMPARA DE ARTICULOS DE ASEO CON EL FIUN DE QUE EL PERSONAL OPERATICO PUEDA CONTAR CON LOS INSUMOS BASICOL, PARA EL DESARROLLO DE SUS FUNCIONES LO CUAL NOS GENERA ESPACIOS LIMPIOS Y AGRADABLES PARA EL BUEN DESARROLLO DEL PROCESO ACADEMICO DE TODOS LOS ESTUDIANTES BENEFICIENDO DE ESTA MANERA A UNA POBLACION DE APROXIMADAMENTE 550 ALUMNOS",,,,,,,,,"$9,499,998","Contratación régimen especial","Decreto 092 de 2017","5","día(s)",,,,"Medellín","INSTITUCION EDUCATIVA REPUBLICA DE BRASIL","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.47131800","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,715,633"
"(Secretaría Distrital de Integración Social)","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.7709643","SDIS-CPS-316538-2025*","702271321","CO1.BDOS.7544500","PRESTAR SERVICIOS PROFESIONALES PARA REALIZAR ACCIONES QUE PERMITAN LA ATENCIÓN Y DESARROLLO INTEGRAL DE NIÑAS Y NIÑOS DE PRIMERA INFANCIA EN LA UNIDAD OPERATIVA QUE LE SEA ASIGNADA EN EL SERVICIO DE","PRESTAR SERVICIOS PROFESIONALES PARA REALIZAR ACCIONES QUE PERMITAN LA ATENCIÓN Y DESARROLLO INTEGRAL DE NIÑAS Y NIÑOS DE PRIMERA INFANCIA EN LA UNIDAD OPERATIVA QUE LE SEA ASIGNADA EN EL SERVICIO DE JARDINES INFANTILES Y SUS MODALIDADES, APORTANDO AL CUMPLIMIENTO DE LAS APUESTAS DEL PLAN DISTRITAL DE DESARROLLO.",,,,,,,,,"$37,844,100","Contratación directa","Servicios profesionales y apoyo a la gestión","10","Mes(es)",,,,"Bogotá","SUBDIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,271,321"
"GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO","800094164","Putumayo","Mocoa","Territorial","Centralizada","CO1.REQ.9779471","SGD-CD-0416-2026","702475393","CO1.BDOS.9611900","PRESTACION DE SERVICIOS PROFESIONALES","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR EN LAS ACCIONES DE PREVENCION, PROMOCION Y PROTECCION DEL PROGRAMA DE DERECHOS HUMANOS Y PAZ DE LA SECRETARIA DE GOBIERNO DEPARTAMENTAL DEL PUTUMAYO","Presentación de oferta",,,,,,,,"$21,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","6","Mes(es)",,,,"No Aplica","CONTRATACION SECRETARIA DE SERVICIOS ADMINISTRATIVOS","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9678415","702,475,393"
